Zeit;Kanal A
(ms);(mV)

-22,75799911;1,48622000
-22,75299911;1,48622000
-22,74799911;1,48622000
-22,74299911;0,92888770
-22,73799911;1,48622000
-22,73299911;2,04355300
-22,72799911;2,41572300
-22,72299911;1,30044300
-22,71799911;1,85777500
-22,71299911;1,11466500
-22,70799911;2,41572300
-22,70299911;1,85777500
-22,69799911;2,22994600
-22,69299911;2,22994600
-22,68799911;2,60150100
-22,68299911;1,85777500
-22,67799911;1,85777500
-22,67299911;2,97305600
-22,66799911;1,85777500
-22,66299911;1,48622000
-22,65799911;1,85777500
-22,65299911;2,04355300
-22,64799911;2,97305600
-22,64299911;1,85777500
-22,63799911;1,48622000
-22,63299911;2,60150100
-22,62799911;2,41572300
-22,62299911;2,78727800
-22,61799911;2,04355300
-22,61299911;2,41572300
-22,60799911;2,78727800
-22,60299911;1,85777500
-22,59799911;2,60150100
-22,59299911;2,78727800
-22,58799911;2,78727800
-22,58299911;1,85777500
-22,57799911;2,78727800
-22,57299911;2,04355300
-22,56799911;2,04355300
-22,56299911;2,04355300
-22,55799911;1,85777500
-22,55299911;1,67199800
-22,54799911;2,60150100
-22,54299911;1,11466500
-22,53799911;1,85777500
-22,53299911;1,11466500
-22,52799911;1,67199800
-22,52299911;1,48622000
-22,51799911;1,85777500
-22,51299911;1,30044300
-22,50799911;2,04355300
-22,50299911;2,60150100
-22,49799912;1,48622000
-22,49299912;2,04355300
-22,48799912;1,30044300
-22,48299912;1,48622000
-22,47799912;1,67199800
-22,47299912;0,37155510
-22,46799912;1,11466500
-22,46299912;1,48622000
-22,45799912;1,11466500
-22,45299912;1,11466500
-22,44799912;0,92888770
-22,44299912;1,11466500
-22,43799912;0,55733270
-22,43299912;0,18577760
-22,42799912;-0,37155510
-22,42299912;0,18577760
-22,41799912;0,37155510
-22,41299912;0,00000000
-22,40799912;-0,37155510
-22,40299912;0,00000000
-22,39799912;-0,18577760
-22,39299912;-0,18577760
-22,38799912;0,92888770
-22,38299912;0,55733270
-22,37799912;0,18577760
-22,37299912;0,92888770
-22,36799912;1,48622000
-22,36299912;1,30044300
-22,35799912;1,85777500
-22,35299912;1,67199800
-22,34799912;2,41572300
-22,34299912;2,04355300
-22,33799912;2,41572300
-22,33299912;1,11466500
-22,32799912;1,48622000
-22,32299912;0,55733270
-22,31799912;1,11466500
-22,31299912;0,92888770
-22,30799912;0,74311020
-22,30299912;0,18577760
-22,29799912;0,00000000
-22,29299912;0,00000000
-22,28799912;0,00000000
-22,28299912;-0,55733270
-22,27799912;-0,37155510
-22,27299912;-0,37155510
-22,26799912;-0,55733270
-22,26299912;-0,92888770
-22,25799912;0,00000000
-22,25299912;-0,37155510
-22,24799912;-0,18577760
-22,24299912;-0,18577760
-22,23799912;-0,37155510
-22,23299912;-0,37155510
